PASSENGERS,FREIGHT,MAIL,DISTANCE,CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,MONTH,CLASS
2881.00,0.00,0.00,173.00,SkyWest Airlines Inc.,11977,"Green Bay, WI",ORD,"Chicago, IL",3,F
2890.00,75.00,0.00,765.00,Delta Air Lines Inc.,10408,"Appleton, WI",ATL,"Atlanta, GA",9,F
2896.00,0.00,0.00,215.00,Air Wisconsin Airlines Corp,13076,"La Crosse, WI",ORD,"Chicago, IL",4,F
2897.00,0.00,0.00,173.00,Republic Airline,13930,"Chicago, IL",GRB,"Green Bay, WI",4,F
2908.00,0.00,0.00,738.00,Endeavor Air Inc.,13342,"Milwaukee, WI",LGA,"New York, NY",9,F
2915.00,0.00,0.00,738.00,Endeavor Air Inc.,12953,"New York, NY",MKE,"Milwaukee, WI",9,F
2916.00,0.00,0.00,745.00,JetBlue Airways,12478,"New York, NY",MKE,"Milwaukee, WI",4,F
2917.00,0.00,0.00,860.00,JetBlue Airways,10721,"Boston, MA",MKE,"Milwaukee, WI",4,F
2919.00,0.00,0.00,108.00,Republic Airline,13930,"Chicago, IL",MSN,"Madison, WI",5,F
2928.00,0.00,0.00,860.00,JetBlue Airways,10721,"Boston, MA",MKE,"Milwaukee, WI",5,F
2942.00,0.00,0.00,190.00,SkyWest Airlines Inc.,14520,"Rhinelander, WI",MSP,"Minneapolis, MN",8,F
2943.00,226.00,0.00,896.00,United Air Lines Inc.,13342,"Milwaukee, WI",DEN,"Denver, CO",4,F
2950.00,0.00,0.00,1250.00,Allegiant Air,14082,"Punta Gorda, FL",ATW,"Appleton, WI",3,F
2956.00,0.00,0.00,725.00,Republic Airline,11618,"Newark, NJ",MKE,"Milwaukee, WI",2,F
2956.00,0.00,0.00,1396.00,American Airlines Inc.,13485,"Madison, WI",PHX,"Phoenix, AZ",9,F
2960.00,0.00,0.00,108.00,Republic Airline,13930,"Chicago, IL",MSN,"Madison, WI",10,F
2980.00,0.00,0.00,1510.00,Allegiant Air,10408,"Appleton, WI",LAS,"Las Vegas, NV",7,F
2980.00,3.00,0.00,765.00,Delta Air Lines Inc.,10408,"Appleton, WI",ATL,"Atlanta, GA",1,F
2983.00,0.00,0.00,860.00,JetBlue Airways,10721,"Boston, MA",MKE,"Milwaukee, WI",9,F
2983.00,0.00,0.00,1396.00,American Airlines Inc.,13485,"Madison, WI",PHX,"Phoenix, AZ",8,F
2984.00,45.00,0.00,228.00,Delta Air Lines Inc.,13485,"Madison, WI",MSP,"Minneapolis, MN",5,F
2989.00,0.00,0.00,108.00,Air Wisconsin Airlines Corp,13930,"Chicago, IL",MSN,"Madison, WI",8,F
2996.00,585.00,1246.00,1694.00,Alaska Airlines Inc.,13342,"Milwaukee, WI",SEA,"Seattle, WA",1,F
2997.00,1687.00,0.00,765.00,Delta Air Lines Inc.,10397,"Atlanta, GA",ATW,"Appleton, WI",4,F
2998.00,0.00,0.00,738.00,Endeavor Air Inc.,13342,"Milwaukee, WI",LGA,"New York, NY",2,F
2999.00,0.00,0.00,1510.00,Allegiant Air,10408,"Appleton, WI",LAS,"Las Vegas, NV",6,F
3000.00,0.00,0.00,1452.00,Allegiant Air,10466,"Phoenix, AZ",ATW,"Appleton, WI",4,F
3005.00,905.00,0.00,765.00,Delta Air Lines Inc.,10397,"Atlanta, GA",ATW,"Appleton, WI",10,F
3006.00,0.00,0.00,725.00,Republic Airline,13342,"Milwaukee, WI",EWR,"Newark, NJ",2,F
3006.00,0.00,0.00,1173.00,Allegiant Air,10408,"Appleton, WI",PIE,"St. Petersburg, FL",3,F
3008.00,0.00,0.00,215.00,Air Wisconsin Airlines Corp,13930,"Chicago, IL",LSE,"La Crosse, WI",4,F
3010.00,35.00,0.00,765.00,Delta Air Lines Inc.,10408,"Appleton, WI",ATL,"Atlanta, GA",10,F
3012.00,1186.00,0.00,799.00,United Air Lines Inc.,11618,"Newark, NJ",MSN,"Madison, WI",8,F
3014.00,0.00,0.00,190.00,SkyWest Airlines Inc.,13487,"Minneapolis, MN",RHI,"Rhinelander, WI",7,F
3026.00,0.00,0.00,1510.00,Allegiant Air,12889,"Las Vegas, NV",ATW,"Appleton, WI",6,F
3029.00,0.00,0.00,1396.00,American Airlines Inc.,14107,"Phoenix, AZ",MSN,"Madison, WI",9,F
3030.00,236.00,0.00,228.00,Delta Air Lines Inc.,13487,"Minneapolis, MN",MSN,"Madison, WI",5,F
3031.00,0.00,0.00,108.00,Air Wisconsin Airlines Corp,13485,"Madison, WI",ORD,"Chicago, IL",10,F
3035.00,0.00,0.00,896.00,SkyWest Airlines Inc.,11292,"Denver, CO",MKE,"Milwaukee, WI",5,F
3036.00,55.00,0.00,765.00,Delta Air Lines Inc.,10408,"Appleton, WI",ATL,"Atlanta, GA",7,F
3038.00,0.00,0.00,896.00,Frontier Airlines Inc.,11292,"Denver, CO",MKE,"Milwaukee, WI",5,F
3039.00,0.00,0.00,108.00,SkyWest Airlines Inc.,13485,"Madison, WI",ORD,"Chicago, IL",6,F
3039.00,112.00,1376.00,1460.00,American Airlines Inc.,14107,"Phoenix, AZ",MKE,"Milwaukee, WI",2,F
3043.00,0.00,0.00,896.00,SkyWest Airlines Inc.,13342,"Milwaukee, WI",DEN,"Denver, CO",2,F
3043.00,187.00,0.00,690.00,PSA Airlines Inc.,13342,"Milwaukee, WI",PHL,"Philadelphia, PA",6,F
3044.00,1942.00,0.00,669.00,Southwest Airlines Co.,10397,"Atlanta, GA",MKE,"Milwaukee, WI",2,F
3046.00,0.00,0.00,1250.00,Allegiant Air,10408,"Appleton, WI",PGD,"Punta Gorda, FL",3,F
3046.00,0.00,0.00,1510.00,Allegiant Air,12889,"Las Vegas, NV",ATW,"Appleton, WI",7,F
3047.00,0.00,0.00,108.00,SkyWest Airlines Inc.,13930,"Chicago, IL",MSN,"Madison, WI",6,F
3049.00,93.00,0.00,774.00,Delta Air Lines Inc.,11977,"Green Bay, WI",ATL,"Atlanta, GA",2,F
3050.00,0.00,0.00,108.00,Air Wisconsin Airlines Corp,13930,"Chicago, IL",MSN,"Madison, WI",10,F
3052.00,602.00,0.00,228.00,Delta Air Lines Inc.,13487,"Minneapolis, MN",MSN,"Madison, WI",3,F
3053.00,0.00,0.00,725.00,Republic Airline,13342,"Milwaukee, WI",EWR,"Newark, NJ",7,F
3055.00,0.00,0.00,190.00,SkyWest Airlines Inc.,14520,"Rhinelander, WI",MSP,"Minneapolis, MN",7,F
3056.00,0.00,0.00,1452.00,Allegiant Air,10466,"Phoenix, AZ",ATW,"Appleton, WI",6,F
3056.00,49.00,0.00,160.00,Envoy Air,13930,"Chicago, IL",ATW,"Appleton, WI",2,F
3060.00,0.00,0.00,296.00,SkyWest Airlines Inc.,11433,"Detroit, MI",ATW,"Appleton, WI",2,F
3061.00,0.00,0.00,108.00,Air Wisconsin Airlines Corp,13485,"Madison, WI",ORD,"Chicago, IL",8,F
3061.00,0.00,0.00,108.00,Air Wisconsin Airlines Corp,13930,"Chicago, IL",MSN,"Madison, WI",2,F
3061.00,0.00,0.00,173.00,Air Wisconsin Airlines Corp,11977,"Green Bay, WI",ORD,"Chicago, IL",4,F
3063.00,1608.00,0.00,765.00,Delta Air Lines Inc.,10397,"Atlanta, GA",ATW,"Appleton, WI",5,F
3065.00,329.00,0.00,311.00,Delta Air Lines Inc.,11433,"Detroit, MI",MSN,"Madison, WI",5,F
3067.00,0.00,0.00,236.00,SkyWest Airlines Inc.,10408,"Appleton, WI",MSP,"Minneapolis, MN",2,F
3067.00,2426.00,0.00,765.00,Delta Air Lines Inc.,10397,"Atlanta, GA",ATW,"Appleton, WI",3,F
3075.00,0.00,0.00,1452.00,Allegiant Air,10466,"Phoenix, AZ",ATW,"Appleton, WI",7,F
3079.00,0.00,0.00,738.00,Republic Airline,13342,"Milwaukee, WI",LGA,"New York, NY",7,F
3088.00,32.00,0.00,765.00,Delta Air Lines Inc.,10408,"Appleton, WI",ATL,"Atlanta, GA",3,F
3088.00,488.00,0.00,436.00,Southwest Airlines Co.,13342,"Milwaukee, WI",MCI,"Kansas City, MO",9,F
3091.00,8.00,0.00,984.00,United Air Lines Inc.,12266,"Houston, TX",MKE,"Milwaukee, WI",8,F
3096.00,0.00,0.00,173.00,Air Wisconsin Airlines Corp,13930,"Chicago, IL",GRB,"Green Bay, WI",4,F
3097.00,0.00,0.00,173.00,SkyWest Airlines Inc.,13930,"Chicago, IL",GRB,"Green Bay, WI",3,F
3097.00,0.00,0.00,745.00,JetBlue Airways,12478,"New York, NY",MKE,"Milwaukee, WI",10,F
3104.00,0.00,0.00,1141.00,Allegiant Air,14761,"Sanford, FL",ATW,"Appleton, WI",4,F
3121.00,0.00,0.00,1524.00,Spirit Air Lines,13342,"Milwaukee, WI",LAS,"Las Vegas, NV",7,F
3127.00,257.00,0.00,765.00,Delta Air Lines Inc.,10397,"Atlanta, GA",ATW,"Appleton, WI",7,F
3131.00,111.00,0.00,311.00,Delta Air Lines Inc.,11433,"Detroit, MI",MSN,"Madison, WI",10,F
3134.00,0.00,0.00,236.00,Endeavor Air Inc.,10408,"Appleton, WI",MSP,"Minneapolis, MN",5,F
3134.00,0.00,0.00,1109.00,Frontier Airlines Inc.,13485,"Madison, WI",MCO,"Orlando, FL",3,F
3135.00,0.00,0.00,690.00,Republic Airline,13342,"Milwaukee, WI",PHL,"Philadelphia, PA",7,F
3138.00,0.00,0.00,690.00,Republic Airline,14100,"Philadelphia, PA",MKE,"Milwaukee, WI",7,F
3140.00,32.00,0.00,774.00,Delta Air Lines Inc.,10397,"Atlanta, GA",GRB,"Green Bay, WI",2,F
3140.00,119.00,0.00,311.00,Delta Air Lines Inc.,13485,"Madison, WI",DTW,"Detroit, MI",10,F
3146.00,1941.00,0.00,311.00,Delta Air Lines Inc.,13485,"Madison, WI",DTW,"Detroit, MI",5,F
3156.00,198.00,0.00,311.00,Delta Air Lines Inc.,11433,"Detroit, MI",MSN,"Madison, WI",8,F
3169.00,0.00,0.00,1452.00,Allegiant Air,10408,"Appleton, WI",AZA,"Phoenix, AZ",7,F
3172.00,0.00,0.00,215.00,Air Wisconsin Airlines Corp,13076,"La Crosse, WI",ORD,"Chicago, IL",7,F
3173.00,0.00,0.00,236.00,Endeavor Air Inc.,13487,"Minneapolis, MN",ATW,"Appleton, WI",5,F
3183.00,172.00,0.00,311.00,Delta Air Lines Inc.,13485,"Madison, WI",DTW,"Detroit, MI",8,F
3187.00,0.00,0.00,215.00,Air Wisconsin Airlines Corp,13076,"La Crosse, WI",ORD,"Chicago, IL",8,F
3188.00,112.00,0.00,799.00,United Air Lines Inc.,13485,"Madison, WI",EWR,"Newark, NJ",3,F
3191.00,0.00,0.00,296.00,SkyWest Airlines Inc.,10408,"Appleton, WI",DTW,"Detroit, MI",3,F
3191.00,110.00,0.00,984.00,United Air Lines Inc.,12266,"Houston, TX",MKE,"Milwaukee, WI",10,F
3193.00,342.00,0.00,436.00,Southwest Airlines Co.,13198,"Kansas City, MO",MKE,"Milwaukee, WI",9,F
3198.00,0.00,0.00,1066.00,Spirit Air Lines,13342,"Milwaukee, WI",MCO,"Orlando, FL",2,F
3204.00,72.00,0.00,799.00,United Air Lines Inc.,13485,"Madison, WI",EWR,"Newark, NJ",4,F
3206.00,0.00,0.00,1396.00,American Airlines Inc.,13485,"Madison, WI",PHX,"Phoenix, AZ",2,F
3207.00,0.00,0.00,1452.00,Allegiant Air,10408,"Appleton, WI",AZA,"Phoenix, AZ",1,F
3207.00,939.00,0.00,799.00,United Air Lines Inc.,11618,"Newark, NJ",MSN,"Madison, WI",5,F
3208.00,150.00,0.00,311.00,Delta Air Lines Inc.,11433,"Detroit, MI",MSN,"Madison, WI",9,F
3209.00,0.00,0.00,175.00,Endeavor Air Inc.,11203,"Mosinee, WI",MSP,"Minneapolis, MN",1,F
3209.00,0.00,0.00,896.00,SkyWest Airlines Inc.,11292,"Denver, CO",MKE,"Milwaukee, WI",9,F
3210.00,0.00,0.00,1396.00,American Airlines Inc.,14107,"Phoenix, AZ",MSN,"Madison, WI",2,F
3211.00,0.00,0.00,745.00,JetBlue Airways,13342,"Milwaukee, WI",JFK,"New York, NY",10,F
3213.00,396.00,0.00,436.00,Southwest Airlines Co.,13342,"Milwaukee, WI",MCI,"Kansas City, MO",8,F
3214.00,0.00,0.00,160.00,Envoy Air,10408,"Appleton, WI",ORD,"Chicago, IL",2,F
3218.00,0.00,0.00,215.00,Air Wisconsin Airlines Corp,13930,"Chicago, IL",LSE,"La Crosse, WI",7,F
3219.00,0.00,0.00,173.00,Air Wisconsin Airlines Corp,13930,"Chicago, IL",GRB,"Green Bay, WI",9,F
3222.00,0.00,0.00,228.00,SkyWest Airlines Inc.,13487,"Minneapolis, MN",MSN,"Madison, WI",2,F
3223.00,0.00,0.00,108.00,Republic Airline,13485,"Madison, WI",ORD,"Chicago, IL",5,F
3225.00,204.00,0.00,1183.00,Southwest Airlines Co.,13342,"Milwaukee, WI",RSW,"Fort Myers, FL",4,F
3231.00,3598.00,0.00,850.00,Southwest Airlines Co.,13342,"Milwaukee, WI",DAL,"Dallas, TX",2,F
3232.00,526.00,0.00,228.00,Delta Air Lines Inc.,13485,"Madison, WI",MSP,"Minneapolis, MN",2,F
3233.00,1849.00,0.00,1694.00,Alaska Airlines Inc.,14747,"Seattle, WA",MKE,"Milwaukee, WI",1,F
3239.00,0.00,0.00,173.00,Air Wisconsin Airlines Corp,11977,"Green Bay, WI",ORD,"Chicago, IL",9,F
3248.00,0.00,0.00,311.00,SkyWest Airlines Inc.,13485,"Madison, WI",DTW,"Detroit, MI",2,F
3255.00,0.00,0.00,738.00,Endeavor Air Inc.,12953,"New York, NY",MKE,"Milwaukee, WI",2,F
3255.00,255.00,0.00,228.00,Delta Air Lines Inc.,13487,"Minneapolis, MN",MSN,"Madison, WI",1,F
3258.00,0.00,0.00,175.00,Endeavor Air Inc.,11203,"Mosinee, WI",MSP,"Minneapolis, MN",4,F
3263.00,0.00,0.00,896.00,Frontier Airlines Inc.,13342,"Milwaukee, WI",DEN,"Denver, CO",6,F
3272.00,0.00,0.00,1396.00,American Airlines Inc.,13485,"Madison, WI",PHX,"Phoenix, AZ",6,F
3276.00,0.00,0.00,725.00,Republic Airline,11618,"Newark, NJ",MKE,"Milwaukee, WI",1,F
3281.00,0.00,75.00,1460.00,American Airlines Inc.,13342,"Milwaukee, WI",PHX,"Phoenix, AZ",2,F
3289.00,0.00,0.00,108.00,SkyWest Airlines Inc.,13930,"Chicago, IL",MSN,"Madison, WI",9,F
3289.00,248.00,0.00,311.00,Delta Air Lines Inc.,13485,"Madison, WI",DTW,"Detroit, MI",6,F
3292.00,33.00,0.00,311.00,Delta Air Lines Inc.,13485,"Madison, WI",DTW,"Detroit, MI",9,F
3295.00,0.00,0.00,1066.00,Spirit Air Lines,13204,"Orlando, FL",MKE,"Milwaukee, WI",2,F
3303.00,0.00,0.00,173.00,SkyWest Airlines Inc.,11977,"Green Bay, WI",ORD,"Chicago, IL",5,F
3304.00,0.00,0.00,860.00,JetBlue Airways,13342,"Milwaukee, WI",BOS,"Boston, MA",5,F
3306.00,0.00,0.00,896.00,Frontier Airlines Inc.,11292,"Denver, CO",MKE,"Milwaukee, WI",9,F
3308.00,0.00,0.00,799.00,United Air Lines Inc.,13485,"Madison, WI",EWR,"Newark, NJ",5,F
3310.00,0.00,0.00,745.00,JetBlue Airways,12478,"New York, NY",MKE,"Milwaukee, WI",5,F
3312.00,0.00,0.00,215.00,Air Wisconsin Airlines Corp,13930,"Chicago, IL",LSE,"La Crosse, WI",8,F
3316.00,337.00,0.00,799.00,United Air Lines Inc.,11618,"Newark, NJ",MSN,"Madison, WI",4,F
3325.00,10.00,0.00,725.00,United Air Lines Inc.,13342,"Milwaukee, WI",EWR,"Newark, NJ",7,F
3329.00,0.00,0.00,738.00,Endeavor Air Inc.,13342,"Milwaukee, WI",LGA,"New York, NY",1,F
3330.00,416.00,0.00,311.00,Delta Air Lines Inc.,11433,"Detroit, MI",MSN,"Madison, WI",6,F
3331.00,0.00,0.00,745.00,JetBlue Airways,13342,"Milwaukee, WI",JFK,"New York, NY",5,F
3340.00,6.00,0.00,215.00,Envoy Air,13930,"Chicago, IL",LSE,"La Crosse, WI",3,F
3343.00,326.00,0.00,228.00,Delta Air Lines Inc.,13487,"Minneapolis, MN",MSN,"Madison, WI",2,F
3348.00,3498.00,2558.00,850.00,Southwest Airlines Co.,11259,"Dallas, TX",MKE,"Milwaukee, WI",2,F
3355.00,0.00,0.00,1396.00,American Airlines Inc.,13485,"Madison, WI",PHX,"Phoenix, AZ",7,F
3358.00,0.00,0.00,725.00,Republic Airline,13342,"Milwaukee, WI",EWR,"Newark, NJ",1,F
3360.00,555.00,0.00,1183.00,Southwest Airlines Co.,14635,"Fort Myers, FL",MKE,"Milwaukee, WI",10,F
3364.00,0.00,0.00,1396.00,American Airlines Inc.,13485,"Madison, WI",PHX,"Phoenix, AZ",4,F
3366.00,0.00,845.00,1460.00,American Airlines Inc.,14107,"Phoenix, AZ",MKE,"Milwaukee, WI",1,F
3368.00,0.00,0.00,738.00,Republic Airline,12953,"New York, NY",MKE,"Milwaukee, WI",7,F
3370.00,0.00,0.00,745.00,JetBlue Airways,13342,"Milwaukee, WI",JFK,"New York, NY",8,F
3373.00,1375.00,0.00,669.00,Southwest Airlines Co.,13342,"Milwaukee, WI",ATL,"Atlanta, GA",2,F
3381.00,1.00,0.00,215.00,Envoy Air,13076,"La Crosse, WI",ORD,"Chicago, IL",3,F
3386.00,1803.00,0.00,436.00,Southwest Airlines Co.,13198,"Kansas City, MO",MKE,"Milwaukee, WI",8,F
3393.00,259.00,0.00,669.00,Southwest Airlines Co.,13342,"Milwaukee, WI",ATL,"Atlanta, GA",1,F
3397.00,0.00,0.00,213.00,Air Wisconsin Airlines Corp,11203,"Mosinee, WI",ORD,"Chicago, IL",9,F
3398.00,0.00,0.00,725.00,Republic Airline,13342,"Milwaukee, WI",EWR,"Newark, NJ",6,F
3402.00,0.00,0.00,252.00,SkyWest Airlines Inc.,11977,"Green Bay, WI",MSP,"Minneapolis, MN",4,F
3410.00,0.00,0.00,296.00,SkyWest Airlines Inc.,10408,"Appleton, WI",DTW,"Detroit, MI",4,F
3410.00,0.00,0.00,1524.00,Spirit Air Lines,12889,"Las Vegas, NV",MKE,"Milwaukee, WI",7,F
3410.00,0.00,0.00,1524.00,Spirit Air Lines,13342,"Milwaukee, WI",LAS,"Las Vegas, NV",9,F
3412.00,0.00,0.00,108.00,Republic Airline,13930,"Chicago, IL",MSN,"Madison, WI",4,F
3412.00,0.00,0.00,690.00,PSA Airlines Inc.,14100,"Philadelphia, PA",MKE,"Milwaukee, WI",6,F
3412.00,0.00,0.00,1247.00,Delta Air Lines Inc.,13342,"Milwaukee, WI",SLC,"Salt Lake City, UT",7,F
3412.00,92.00,0.00,984.00,United Air Lines Inc.,13342,"Milwaukee, WI",IAH,"Houston, TX",8,F
3417.00,66.00,0.00,774.00,Delta Air Lines Inc.,10397,"Atlanta, GA",GRB,"Green Bay, WI",1,F
3418.00,0.00,0.00,175.00,Endeavor Air Inc.,11203,"Mosinee, WI",MSP,"Minneapolis, MN",3,F
3422.00,0.00,0.00,175.00,Endeavor Air Inc.,13487,"Minneapolis, MN",CWA,"Mosinee, WI",4,F
3422.00,0.00,0.00,175.00,Endeavor Air Inc.,13487,"Minneapolis, MN",CWA,"Mosinee, WI",9,F
3424.00,0.00,0.00,173.00,SkyWest Airlines Inc.,11977,"Green Bay, WI",ORD,"Chicago, IL",7,F
3424.00,0.00,0.00,311.00,SkyWest Airlines Inc.,11433,"Detroit, MI",MSN,"Madison, WI",10,F
3426.00,0.00,0.00,896.00,SkyWest Airlines Inc.,11292,"Denver, CO",MKE,"Milwaukee, WI",7,F
3430.00,1.00,0.00,725.00,United Air Lines Inc.,11618,"Newark, NJ",MKE,"Milwaukee, WI",7,F
3435.00,11.00,0.00,984.00,United Air Lines Inc.,12266,"Houston, TX",MKE,"Milwaukee, WI",7,F
3436.00,90.00,0.00,896.00,United Air Lines Inc.,13342,"Milwaukee, WI",DEN,"Denver, CO",5,F
3437.00,0.00,0.00,984.00,SkyWest Airlines Inc.,12266,"Houston, TX",MKE,"Milwaukee, WI",2,F
3439.00,0.00,0.00,799.00,Republic Airline,11618,"Newark, NJ",MSN,"Madison, WI",10,F
3440.00,0.00,0.00,1460.00,American Airlines Inc.,13342,"Milwaukee, WI",PHX,"Phoenix, AZ",4,F
3442.00,0.00,0.00,896.00,United Air Lines Inc.,11292,"Denver, CO",MKE,"Milwaukee, WI",4,F
3443.00,0.00,0.00,1066.00,Frontier Airlines Inc.,13204,"Orlando, FL",MKE,"Milwaukee, WI",10,F
3444.00,1602.00,0.00,1694.00,Alaska Airlines Inc.,14747,"Seattle, WA",MKE,"Milwaukee, WI",3,F
3446.00,4653.00,0.00,1075.00,Southwest Airlines Co.,15304,"Tampa, FL",MKE,"Milwaukee, WI",9,F
3447.00,0.00,0.00,252.00,Endeavor Air Inc.,11977,"Green Bay, WI",MSP,"Minneapolis, MN",5,F
3450.00,0.00,0.00,826.00,Frontier Airlines Inc.,11292,"Denver, CO",MSN,"Madison, WI",9,F
3450.00,0.00,0.00,984.00,SkyWest Airlines Inc.,13342,"Milwaukee, WI",IAH,"Houston, TX",2,F
3459.00,0.00,0.00,1524.00,Spirit Air Lines,12889,"Las Vegas, NV",MKE,"Milwaukee, WI",1,F
3459.00,33.00,0.00,707.00,PSA Airlines Inc.,11278,"Washington, DC",MSN,"Madison, WI",10,F
3459.00,221.00,0.00,1694.00,Alaska Airlines Inc.,13342,"Milwaukee, WI",SEA,"Seattle, WA",3,F
3461.00,50.00,0.00,311.00,Delta Air Lines Inc.,13485,"Madison, WI",DTW,"Detroit, MI",7,F
3465.00,0.00,0.00,213.00,Air Wisconsin Airlines Corp,13930,"Chicago, IL",CWA,"Mosinee, WI",9,F
3469.00,0.00,0.00,707.00,PSA Airlines Inc.,13485,"Madison, WI",DCA,"Washington, DC",10,F
3470.00,598.00,0.00,311.00,Delta Air Lines Inc.,11433,"Detroit, MI",MSN,"Madison, WI",7,F
3475.00,0.00,0.00,173.00,SkyWest Airlines Inc.,13930,"Chicago, IL",GRB,"Green Bay, WI",7,F
3476.00,0.00,0.00,311.00,SkyWest Airlines Inc.,13485,"Madison, WI",DTW,"Detroit, MI",10,F
3477.00,0.00,0.00,108.00,Republic Airline,13485,"Madison, WI",ORD,"Chicago, IL",4,F
3477.00,88.00,0.00,774.00,Delta Air Lines Inc.,10397,"Atlanta, GA",GRB,"Green Bay, WI",3,F
3480.00,0.00,0.00,175.00,Endeavor Air Inc.,13487,"Minneapolis, MN",CWA,"Mosinee, WI",3,F
3481.00,0.00,0.00,896.00,SkyWest Airlines Inc.,11292,"Denver, CO",MKE,"Milwaukee, WI",8,F
3486.00,0.00,0.00,860.00,SkyWest Airlines Inc.,13342,"Milwaukee, WI",BOS,"Boston, MA",4,F
3492.00,0.00,0.00,311.00,Endeavor Air Inc.,13485,"Madison, WI",DTW,"Detroit, MI",9,F
3492.00,0.00,0.00,984.00,SkyWest Airlines Inc.,13342,"Milwaukee, WI",IAH,"Houston, TX",1,F
3496.00,0.00,0.00,175.00,Endeavor Air Inc.,11203,"Mosinee, WI",MSP,"Minneapolis, MN",5,F
3498.00,0.00,0.00,725.00,Republic Airline,13342,"Milwaukee, WI",EWR,"Newark, NJ",4,F
3502.00,0.00,0.00,799.00,Republic Airline,13485,"Madison, WI",EWR,"Newark, NJ",10,F
3504.00,0.00,0.00,725.00,Republic Airline,11618,"Newark, NJ",MKE,"Milwaukee, WI",7,F
3507.00,0.00,0.00,745.00,JetBlue Airways,13342,"Milwaukee, WI",JFK,"New York, NY",7,F
3509.00,0.00,0.00,296.00,SkyWest Airlines Inc.,11433,"Detroit, MI",ATW,"Appleton, WI",4,F
3510.00,0.00,0.00,228.00,SkyWest Airlines Inc.,13485,"Madison, WI",MSP,"Minneapolis, MN",2,F
3510.00,0.00,0.00,311.00,Endeavor Air Inc.,11433,"Detroit, MI",MSN,"Madison, WI",9,F
3520.00,1.00,0.00,213.00,Air Wisconsin Airlines Corp,11203,"Mosinee, WI",ORD,"Chicago, IL",10,F
3521.00,0.00,0.00,213.00,Air Wisconsin Airlines Corp,13930,"Chicago, IL",CWA,"Mosinee, WI",10,F
3521.00,0.00,0.00,984.00,SkyWest Airlines Inc.,13342,"Milwaukee, WI",IAH,"Houston, TX",5,F
3522.00,0.00,0.00,738.00,Endeavor Air Inc.,13342,"Milwaukee, WI",LGA,"New York, NY",10,F
3525.00,0.00,0.00,984.00,SkyWest Airlines Inc.,12266,"Houston, TX",MKE,"Milwaukee, WI",1,F
3532.00,1335.00,0.00,850.00,Southwest Airlines Co.,13342,"Milwaukee, WI",DAL,"Dallas, TX",5,F
3548.00,349.00,0.00,1460.00,American Airlines Inc.,13342,"Milwaukee, WI",PHX,"Phoenix, AZ",5,F
3550.00,0.00,0.00,725.00,Republic Airline,11618,"Newark, NJ",MKE,"Milwaukee, WI",6,F
3552.00,0.00,0.00,287.00,SkyWest Airlines Inc.,11977,"Green Bay, WI",DTW,"Detroit, MI",4,F
3559.00,0.00,0.00,1066.00,Spirit Air Lines,13342,"Milwaukee, WI",MCO,"Orlando, FL",1,F
3571.00,957.00,0.00,1075.00,Southwest Airlines Co.,13342,"Milwaukee, WI",TPA,"Tampa, FL",9,F
3582.00,0.00,0.00,738.00,Endeavor Air Inc.,12953,"New York, NY",MKE,"Milwaukee, WI",10,F
3585.00,0.00,0.00,296.00,SkyWest Airlines Inc.,11433,"Detroit, MI",ATW,"Appleton, WI",9,F
3587.00,2830.00,0.00,850.00,Southwest Airlines Co.,13342,"Milwaukee, WI",DAL,"Dallas, TX",4,F
3588.00,0.00,0.00,860.00,JetBlue Airways,13342,"Milwaukee, WI",BOS,"Boston, MA",10,F
3589.00,1724.00,0.00,774.00,Delta Air Lines Inc.,11977,"Green Bay, WI",ATL,"Atlanta, GA",6,F
3590.00,14.00,0.00,896.00,United Air Lines Inc.,11292,"Denver, CO",MKE,"Milwaukee, WI",5,F
3591.00,0.00,0.00,67.00,Air Wisconsin Airlines Corp,13930,"Chicago, IL",MKE,"Milwaukee, WI",7,F
3592.00,0.00,0.00,745.00,JetBlue Airways,12478,"New York, NY",MKE,"Milwaukee, WI",7,F
3597.00,0.00,0.00,745.00,JetBlue Airways,12478,"New York, NY",MKE,"Milwaukee, WI",6,F
3599.00,0.00,0.00,175.00,Endeavor Air Inc.,13487,"Minneapolis, MN",CWA,"Mosinee, WI",10,F
3601.00,0.00,0.00,738.00,Endeavor Air Inc.,12953,"New York, NY",MKE,"Milwaukee, WI",1,F
3602.00,56.00,0.00,669.00,Southwest Airlines Co.,13342,"Milwaukee, WI",ATL,"Atlanta, GA",5,F
3604.00,0.00,0.00,745.00,JetBlue Airways,13342,"Milwaukee, WI",JFK,"New York, NY",6,F
3609.00,0.00,0.00,826.00,Frontier Airlines Inc.,13485,"Madison, WI",DEN,"Denver, CO",9,F
3611.00,0.00,0.00,173.00,SkyWest Airlines Inc.,13930,"Chicago, IL",GRB,"Green Bay, WI",5,F
3615.00,0.00,0.00,896.00,SkyWest Airlines Inc.,11292,"Denver, CO",MKE,"Milwaukee, WI",10,F
3616.00,80.00,0.00,1460.00,American Airlines Inc.,13342,"Milwaukee, WI",PHX,"Phoenix, AZ",8,F
3623.00,0.00,0.00,725.00,Republic Airline,11618,"Newark, NJ",MKE,"Milwaukee, WI",4,F
3624.00,0.00,0.00,984.00,United Air Lines Inc.,13342,"Milwaukee, WI",IAH,"Houston, TX",10,F
